id,cabinet,department,program,expense_category,fy22_actual,fy23_actual,fy24_appropriation,fy25_budget
472,Finance Cabinet,Procurement,Goods Procurement,Contractual Services,127301.53,8059.05,8097.41,3073.0
473,Finance Cabinet,Procurement,Goods Procurement,Supplies & Materials,5276.99,7897.7,4975.0,1250.0
474,Finance Cabinet,Procurement,Goods Procurement,Current Charges & Obligations,2631.44,966.55,400.0,700.0
475,Finance Cabinet,Procurement,Goods Procurement,Other Expenses,0.0,2962.5,0.0,0.0
476,Finance Cabinet,Procurement,Central Services,Personnel Services,307075.51,342045.04,298654.94,251986.46
477,Finance Cabinet,Procurement,Central Services,Contractual Services,32912.86,19099.86,27097.41,25704.0
478,Finance Cabinet,Procurement,Central Services,Supplies & Materials,1009.98,960.78,2750.0,750.0
479,Finance Cabinet,Procurement,Central Services,Current Charges & Obligations,0.0,16623.6,150.0,200.0
480,Finance Cabinet,Procurement,Central Services,Equipment,17296.0,431273.4,0.0,0.0
481,Finance Cabinet,Procurement,Central Services,Other Expenses,104161.79,83190.05,6000.0,6000.0
482,Finance Cabinet,Procurement,Community Grantmaking,Personnel Services,0.0,0.0,462011.95,88164.13
483,Finance Cabinet,Procurement,Community Grantmaking,Contractual Services,0.0,0.0,200000.0,102475.0
484,Finance Cabinet,Procurement,Community Grantmaking,Current Charges & Obligations,0.0,0.0,0.0,200.0
485,Finance Cabinet,Procurement,Procurement Planning And Support Services,Personnel Services,0.0,0.0,536601.94,594616.17
486,Finance Cabinet,Procurement,Procurement Planning And Support Services,Contractual Services,0.0,0.0,200000.0,111493.0
487,Finance Cabinet,Procurement,Procurement Planning And Support Services,Supplies & Materials,0.0,0.0,0.0,250.0
488,Finance Cabinet,Procurement,Procurement Planning And Support Services,Current Charges & Obligations,0.0,0.0,0.0,700.0
489,Finance Cabinet,Collecting Division,General Management,Personnel Services,617779.91,629017.24,644520.47,595373.67
490,Finance Cabinet,Collecting Division,General Management,Contractual Services,77386.31,89199.92,602600.0,624108.0
491,Finance Cabinet,Collecting Division,General Management,Supplies & Materials,11876.9,15231.62,19000.0,17500.0
492,Finance Cabinet,Collecting Division,General Management,Current Charges & Obligations,2391.11,31857.72,21650.0,11650.0
493,Finance Cabinet,Collecting Division,Special Collections,Personnel Services,448289.96,449293.64,538482.15,577638.69
494,Finance Cabinet,Collecting Division,Special Collections,Contractual Services,1983.92,3732.51,4800.0,12072.0
495,Finance Cabinet,Collecting Division,Special Collections,Supplies & Materials,1750.0,1500.0,2000.0,1500.0
496,Finance Cabinet,Collecting Division,Payment Services,Personnel Services,392110.84,409090.29,490772.82,493866.17
497,Finance Cabinet,Collecting Division,Payment Services,Contractual Services,375421.97,613603.33,4200.0,3780.0
498,Finance Cabinet,Collecting Division,Payment Services,Supplies & Materials,511383.76,515149.73,531750.0,570500.0
499,Finance Cabinet,Collecting Division,Payment Services,Equipment,11733.51,50927.8,20000.0,20000.0
500,Finance Cabinet,Collecting Division,Payment Services,Other Expenses,501258.0,425000.0,0.0,0.0
501,Finance Cabinet,Collecting Division,Accounting/Quality Control,Personnel Services,352997.34,344907.05,366815.03,372792.64
502,Finance Cabinet,Collecting Division,Accounting/Quality Control,Contractual Services,1180.34,2155.44,2100.0,0.0
503,Finance Cabinet,Collecting Division,Accounting/Quality Control,Supplies & Materials,250.0,250.0,250.0,250.0
504,Finance Cabinet,Treasury Division,Treasury Administration,Personnel Services,623739.92,586962.04,701309.29,648539.7
505,Finance Cabinet,Treasury Division,Treasury Administration,Contractual Services,144555.99,206492.55,249952.8,225324.0
506,Finance Cabinet,Treasury Division,Treasury Administration,Supplies & Materials,12414.69,15024.19,12414.69,12870.0
507,Finance Cabinet,Treasury Division,Treasury Administration,Current Charges & Obligations,6225.4,18662.39,10232.4,8473.0
508,Finance Cabinet,Treasury Division,General Service/Payroll,Personnel Services,355007.09,375372.35,450512.15,436674.52
509,Finance Cabinet,Treasury Division,General Service/Payroll,Contractual Services,15874.21,3937.92,17659.22,14849.0
510,Finance Cabinet,Treasury Division,General Service/Payroll,Supplies & Materials,246178.24,237302.06,246178.24,250663.0
511,Finance Cabinet,Treasury Division,General Service/Payroll,Equipment,0.0,52444.7,0.0,0.0
512,Finance Cabinet,Treasury Division,Treasury Finance,Personnel Services,0.0,0.0,0.0,307166.01
513,Finance Cabinet,Treasury Division,Treasury Finance,Contractual Services,0.0,0.0,0.0,1404.0
514,Finance Cabinet,Treasury Division,Treasury Accounting,Personnel Services,124222.66,125480.52,217796.05,224579.53
515,Finance Cabinet,Treasury Division,Treasury Accounting,Contractual Services,351.78,1204.75,2410.0,2808.0
516,Finance Cabinet,Treasury Division,Treasury Accounting,Supplies & Materials,4500.0,5350.4,4750.0,4580.0
517,Finance Cabinet,Treasury Division,Accounts Receivable,Personnel Services,287598.52,346963.43,404198.73,298706.17
518,Finance Cabinet,Treasury Division,Accounts Receivable,Contractual Services,326.78,2296.89,3360.0,0.0
519,Finance Cabinet,Treasury Division,Accounts Receivable,Supplies & Materials,17000.0,26.92,17000.0,17340.0
520,Finance Cabinet,Treasury Division,Trust,Personnel Services,11696.0,4443.0,32337.28,1400.0
521,Finance Cabinet,Treasury Division,Trust,Contractual Services,0.0,0.0,52110.0,2808.0
522,Finance Cabinet,Treasury Division,Trust,Supplies & Materials,0.0,0.0,0.0,500.0
523,Finance Cabinet,Execution Of Courts,Execution Of Courts,Other Expenses,34508737.33,32026150.27,5000000.0,2000000.0
524,People Operations Cabinet,Office Of People Operations,People Administration,Personnel Services,0.0,371071.12,892417.23,1070918.6
525,People Operations Cabinet,Office Of People Operations,People Administration,Contractual Services,0.0,88229.84,146081.0,140081.0
526,People Operations Cabinet,Office Of People Operations,People Administration,Supplies & Materials,0.0,0.0,1000.0,6000.0
527,People Operations Cabinet,Office Of People Operations,People Administration,Current Charges & Obligations,0.0,0.0,0.0,1000.0
528,People Operations Cabinet,Office Of People Operations,People Administration,Equipment,0.0,10617.36,10000.0,10000.0
529,People Operations Cabinet,Human Resources,Personnel,Personnel Services,2570913.75,3138962.63,3678907.89,4674446.86
530,People Operations Cabinet,Human Resources,Personnel,Contractual Services,313995.46,243191.46,1112218.0,500618.0
531,People Operations Cabinet,Human Resources,Personnel,Supplies & Materials,12558.2,9373.08,6830.0,6830.0
532,People Operations Cabinet,Human Resources,Personnel,Current Charges & Obligations,725432.21,724969.27,1018755.0,775433.56
533,People Operations Cabinet,Human Resources,Personnel,Equipment,94286.48,10826.94,0.0,0.0
534,People Operations Cabinet,Human Resources,Affirmative Action,Personnel Services,0.0,30353.31,182236.42,248172.02
535,People Operations Cabinet,Human Resources,Affirmative Action,Contractual Services,50000.0,50000.0,52500.0,78500.0
536,People Operations Cabinet,Human Resources,Affirmative Action,Current Charges & Obligations,1250.0,0.0,2000.0,2500.0
537,People Operations Cabinet,Human Resources,Health Benefits & Insurance,Personnel Services,898109.27,973975.09,1015363.65,1149942.1
538,People Operations Cabinet,Human Resources,Health Benefits & Insurance,Contractual Services,68893.64,40481.49,52010.0,22500.0
539,People Operations Cabinet,Human Resources,Health Benefits & Insurance,Supplies & Materials,36608.4,36043.54,43400.0,43600.0
540,People Operations Cabinet,Human Resources,Health Benefits & Insurance,Current Charges & Obligations,1094.16,165.51,683.98,795.0
541,People Operations Cabinet,Human Resources,Health Benefits & Insurance,Equipment,0.0,970.05,0.0,0.0
542,People Operations Cabinet,Human Resources,Employee Assistance,Personnel Services,600934.26,689965.11,368155.84,357078.75
543,People Operations Cabinet,Human Resources,Employee Assistance,Contractual Services,1174.98,2605.5,900.0,8000.0
544,People Operations Cabinet,Human Resources,Employee Assistance,Supplies & Materials,0.0,0.0,500.0,1500.0
545,People Operations Cabinet,Human Resources,Workers' Comp,Personnel Services,660453.1,606305.67,770076.45,548583.27
546,People Operations Cabinet,Human Resources,Workers' Comp,Contractual Services,5664.48,9346.97,5650.0,171600.0
547,People Operations Cabinet,Human Resources,Workers' Comp,Supplies & Materials,2577.45,4535.23,6850.0,5650.0
548,People Operations Cabinet,Human Resources,Workers' Comp,Current Charges & Obligations,139291.8,126410.07,162028.79,155070.0
549,People Operations Cabinet,Medicare,Medicare Payments,Personnel Services,10890571.81,12192696.15,12635797.0,14603637.45
550,People Operations Cabinet,Office Of Labor Relations,Labor Relations,Personnel Services,743376.74,1023995.72,1322189.49,1356279.96
551,People Operations Cabinet,Office Of Labor Relations,Labor Relations,Contractual Services,542131.91,387120.91,556919.84,536622.0
552,People Operations Cabinet,Office Of Labor Relations,Labor Relations,Supplies & Materials,940.44,2453.52,2700.0,3000.0
553,People Operations Cabinet,Office Of Labor Relations,Labor Relations,Current Charges & Obligations,32282.88,37680.46,55123.0,74121.0
554,People Operations Cabinet,Office Of Labor Relations,Labor Relations,Equipment,5565.36,1502.0,0.0,1000.0
555,People Operations Cabinet,Registry Division,Administration,Personnel Services,356615.61,479306.87,572612.36,761577.95
556,People Operations Cabinet,Registry Division,Administration,Contractual Services,9884.17,14416.22,17423.0,20920.33
557,People Operations Cabinet,Registry Division,Administration,Supplies & Materials,14779.43,16007.81,39250.0,39250.0
558,People Operations Cabinet,Registry Division,Administration,Current Charges & Obligations,373.0,674.17,150.0,430.0
559,People Operations Cabinet,Registry Division,Administration,Equipment,210.86,0.0,0.0,0.0
560,People Operations Cabinet,Registry Division,Vital Statistics,Personnel Services,503509.37,473875.33,559716.07,448881.71
561,People Operations Cabinet,Registry Division,Vital Statistics,Contractual Services,11557.14,22562.4,33237.0,36531.33
562,People Operations Cabinet,Registry Division,Vital Statistics,Supplies & Materials,29022.67,24770.86,16250.0,16250.0
563,People Operations Cabinet,Registry Division,Vital Statistics,Current Charges & Obligations,0.0,1736.25,280.0,0.0
564,People Operations Cabinet,Registry Division,Vital Statistics,Equipment,6927.42,10108.83,0.0,0.0
565,People Operations Cabinet,Registry Division,Depositions,Personnel Services,147889.58,152294.88,156640.7,305019.43
566,People Operations Cabinet,Registry Division,Depositions,Contractual Services,303.57,571.57,702.0,5299.34
567,People Operations Cabinet,Registry Division,Depositions,Supplies & Materials,250.0,250.0,250.0,250.0
568,People Operations Cabinet,Registry Division,Depositions,Current Charges & Obligations,550.53,0.0,402.0,402.0
569,People Operations Cabinet,Unemployment Compensation,Unemployment Comp,Personnel Services,190161.56,207402.58,350000.0,350000.0
570,People Operations Cabinet,Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,1484880.28,1916156.3,2000000.0,2000000.0
571,People Operations Cabinet,Health Insurance,Health Insurance,Current Charges & Obligations,205206595.7,212933684.8,222353329.0,234083420.0
572,Human Services Cabinet,Office Of Human Services,Human Services Office,Personnel Services,517317.46,789967.08,820455.53,954219.95
573,Human Services Cabinet,Office Of Human Services,Human Services Office,Contractual Services,2096670.94,2021075.36,1839500.0,2233500.0
574,Human Services Cabinet,Office Of Human Services,Human Services Office,Supplies & Materials,368.7,357.47,7000.0,12000.0
575,Human Services Cabinet,Office Of Human Services,Human Services Office,Current Charges & Obligations,0.0,0.0,0.0,1000.0
576,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Food Access,Personnel Services,251899.32,35238.49,0.0,0.0
577,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Food Access,Contractual Services,671321.65,17195.74,0.0,0.0
578,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Food Access,Supplies & Materials,3013.58,0.0,0.0,0.0
579,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Community Safety,Personnel Services,326323.46,715361.15,340260.96,472249.88
580,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Community Safety,Contractual Services,9500.0,1715164.95,1478918.0,1478918.0
581,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Community Safety,Supplies & Materials,0.0,1034.0,1000.0,1000.0
582,Human Services Cabinet,Office Of Human Services,Mayor'S Office Of Community Safety,Current Charges & Obligations,0.0,89547.0,0.0,0.0
583,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Personnel Services,0.0,-247302.69,741057.04,714236.62
584,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Contractual Services,0.0,350103.39,753730.0,521024.0
585,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Supplies & Materials,0.0,46203.81,3000.0,3000.0
586,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Current Charges & Obligations,0.0,0.0,1000.0,0.0
587,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Equipment,0.0,693.63,0.0,0.0
588,Human Services Cabinet,Office Of Human Services,Office Of Early Childhood,Other Expenses,0.0,0.0,4000000.0,0.0
589,Human Services Cabinet,Office Of Human Services,Returning Citizens,Personnel Services,0.0,0.0,989038.35,950698.22
590,Human Services Cabinet,Office Of Human Services,Returning Citizens,Contractual Services,0.0,0.0,1130255.0,1118136.0
591,Human Services Cabinet,Office Of Human Services,Returning Citizens,Supplies & Materials,0.0,0.0,2000.0,5000.0
592,Human Services Cabinet,Office Of Human Services,Returning Citizens,Current Charges & Obligations,0.0,0.0,270881.0,280000.0
593,Human Services Cabinet,Office Of Human Services,Returning Citizens,Equipment,0.0,0.0,5000.0,5000.0
594,Human Services Cabinet,Office Of Human Services,Office Of Youth Engagement & Advancement,Personnel Services,0.0,0.0,452716.81,846222.29
595,Human Services Cabinet,Office Of Human Services,Office Of Youth Engagement & Advancement,Contractual Services,0.0,0.0,200000.0,195202.0
596,Human Services Cabinet,Office Of Human Services,Office Of Youth Engagement & Advancement,Supplies & Materials,0.0,0.0,1500.0,1500.0
597,Human Services Cabinet,Office Of Human Services,Office Of Youth Engagement & Advancement,Current Charges & Obligations,0.0,0.0,0.0,5500.0
598,Human Services Cabinet,Office Of Human Services,Office Of Youth Engagement & Advancement,Equipment,0.0,0.0,3000.0,3000.0
599,Human Services Cabinet,Office Of Human Services,Coordinated Response Team,Personnel Services,0.0,0.0,311998.79,328949.17
600,Human Services Cabinet,Boston Center For Youth & Families,Administration & Policy,Personnel Services,12247576.2,12203197.29,12692924.22,12950966.71
601,Human Services Cabinet,Boston Center For Youth & Families,Administration & Policy,Contractual Services,2966998.27,3415837.55,3055820.57,3203625.77
602,Human Services Cabinet,Boston Center For Youth & Families,Administration & Policy,Supplies & Materials,353335.21,493172.14,358698.0,633143.64
603,Human Services Cabinet,Boston Center For Youth & Families,Administration & Policy,Current Charges & Obligations,46127.56,187998.7,447569.0,351699.0
604,Human Services Cabinet,Boston Center For Youth & Families,Administration & Policy,Equipment,81064.6,939943.43,311548.0,529343.48
605,Human Services Cabinet,Boston Center For Youth & Families,Sports & Fitness,Personnel Services,3557295.0,3435782.04,6132188.15,6898624.11
606,Human Services Cabinet,Boston Center For Youth & Families,Sports & Fitness,Contractual Services,400385.7,154409.28,1000500.0,933714.0
607,Human Services Cabinet,Boston Center For Youth & Families,Sports & Fitness,Supplies & Materials,0.0,141829.41,0.0,250000.0
608,Human Services Cabinet,Boston Center For Youth & Families,Sports & Fitness,Equipment,0.0,0.0,0.0,120000.0
609,Human Services Cabinet,Boston Center For Youth & Families,Youth & Family Services,Personnel Services,3937676.97,3810644.12,2484447.33,2601572.57
610,Human Services Cabinet,Boston Center For Youth & Families,Youth & Family Services,Contractual Services,357722.63,3.57,301000.0,0.0
611,Human Services Cabinet,Boston Center For Youth & Families,Youth & Family Services,Supplies & Materials,0.0,0.0,7500.0,0.0
612,Human Services Cabinet,Boston Center For Youth & Families,Youth & Family Services,Current Charges & Obligations,433.34,769.76,50000.0,0.0
613,Human Services Cabinet,Boston Center For Youth & Families,Youth & Family Services,Equipment,14342.84,28685.66,713785.84,14342.83
614,Human Services Cabinet,Boston Center For Youth & Families,Child Care & Out-Of-School,Personnel Services,1192662.13,1071082.15,1444128.6,1284210.2
615,Human Services Cabinet,Boston Center For Youth & Families,Child Care & Out-Of-School,Contractual Services,898858.5,507233.85,1174500.0,682702.0
616,Human Services Cabinet,Boston Center For Youth & Families,Child Care & Out-Of-School,Supplies & Materials,8341.32,183550.53,10000.0,110600.64
617,Human Services Cabinet,Boston Center For Youth & Families,Child Care & Out-Of-School,Current Charges & Obligations,542.56,1308.75,2500.0,0.0
618,Human Services Cabinet,Age Strong,Age Strong Administration,Personnel Services,804228.16,1373407.92,1263635.95,1442731.75
619,Human Services Cabinet,Age Strong,Age Strong Administration,Contractual Services,250368.95,556604.21,927380.64,343955.0
620,Human Services Cabinet,Age Strong,Age Strong Administration,Supplies & Materials,48882.68,13219.99,10400.0,34125.0
621,Human Services Cabinet,Age Strong,Age Strong Administration,Current Charges & Obligations,24519.19,51941.38,23074.0,72300.0
622,Human Services Cabinet,Age Strong,Age Strong Operations,Personnel Services,528500.0,966163.58,874773.04,1542626.73
623,Human Services Cabinet,Age Strong,Age Strong Operations,Contractual Services,519965.51,536709.1,692370.0,1265084.0
624,Human Services Cabinet,Age Strong,Age Strong Operations,Supplies & Materials,70129.17,163594.35,234150.0,167500.0
625,Human Services Cabinet,Age Strong,Age Strong Operations,Current Charges & Obligations,23788.0,18913.41,50000.0,10100.0
626,Human Services Cabinet,Age Strong,Age Strong Transportation,Personnel Services,1174247.02,1284895.64,1582306.86,1516165.87
627,Human Services Cabinet,Age Strong,Age Strong Transportation,Contractual Services,61851.04,98905.97,68702.0,61500.0
628,Human Services Cabinet,Age Strong,Age Strong Transportation,Supplies & Materials,76355.04,82455.38,86640.0,72740.0
629,Human Services Cabinet,Age Strong,Age Strong Transportation,Current Charges & Obligations,6118.34,7383.49,12500.0,5000.0
630,Human Services Cabinet,Age Strong,Age Strong Transportation,Equipment,120626.86,34831.82,34832.0,17416.21
631,Human Services Cabinet,Age Strong,Program & Partnerships,Personnel Services,212949.03,563895.36,1244321.22,575687.2
632,Human Services Cabinet,Age Strong,Program & Partnerships,Contractual Services,300655.73,765970.72,884477.2,851188.0
633,Human Services Cabinet,Age Strong,Program & Partnerships,Supplies & Materials,0.0,655.0,1000.0,92484.0
634,Human Services Cabinet,Library Department,Library Administration,Personnel Services,9336960.95,9722225.08,6064709.87,3731351.29
635,Human Services Cabinet,Library Department,Library Administration,Contractual Services,9244676.34,8931573.85,726991.0,321100.0
636,Human Services Cabinet,Library Department,Library Administration,Supplies & Materials,3726661.37,5114685.6,3892686.0,2840.0
637,Human Services Cabinet,Library Department,Library Administration,Current Charges & Obligations,248343.7,566490.31,49225.0,49225.0
638,Human Services Cabinet,Library Department,Library Administration,Equipment,380479.71,339627.02,0.0,157622.72
639,Human Services Cabinet,Library Department,Library Administration,Other Expenses,9500.0,29561.0,0.0,0.0
640,Human Services Cabinet,Library Department,Community & Neighborhood Services,Personnel Services,16183782.53,16989023.36,19984698.77,13757531.06
641,Human Services Cabinet,Library Department,Community & Neighborhood Services,Contractual Services,350510.66,601388.2,100000.0,0.0
642,Human Services Cabinet,Library Department,Community & Neighborhood Services,Supplies & Materials,50.14,0.0,0.0,0.0
643,Human Services Cabinet,Library Department,Community & Neighborhood Services,Current Charges & Obligations,20244.64,18687.36,20340.0,20340.0
644,Human Services Cabinet,Library Department,Research & Special Collections,Personnel Services,1419759.18,1632855.27,1829674.73,2104609.77
645,Human Services Cabinet,Library Department,Research & Special Collections,Contractual Services,3283.12,15453.62,0.0,0.0
646,Human Services Cabinet,Library Department,Library Operations,Personnel Services,0.0,0.0,4387886.9,4667101.64
647,Human Services Cabinet,Library Department,Library Operations,Contractual Services,0.0,0.0,10174417.05,10144079.47
648,Human Services Cabinet,Library Department,Library Operations,Supplies & Materials,0.0,0.0,22000.0,22000.0
649,Human Services Cabinet,Library Department,Library Operations,Current Charges & Obligations,0.0,0.0,645574.0,275185.0
650,Human Services Cabinet,Library Department,Library Operations,Equipment,0.0,0.0,445934.13,560484.22
651,Human Services Cabinet,Library Department,Library Operations,Other Expenses,0.0,0.0,35000.0,35000.0
652,Human Services Cabinet,Library Department,Library Services,Personnel Services,0.0,0.0,0.0,9257988.7
653,Human Services Cabinet,Library Department,Library Services,Contractual Services,0.0,0.0,0.0,100000.0
654,Human Services Cabinet,Library Department,Library Services,Supplies & Materials,0.0,0.0,0.0,3889846.0
655,Human Services Cabinet,Boston Vets,Veterans' Services,Personnel Services,943570.04,1049160.74,1211606.41,1242686.27
656,Human Services Cabinet,Boston Vets,Veterans' Services,Contractual Services,126532.91,123050.45,185702.0,190202.0
657,Human Services Cabinet,Boston Vets,Veterans' Services,Supplies & Materials,75198.68,74614.25,71550.0,71550.0
658,Human Services Cabinet,Boston Vets,Veterans' Services,Current Charges & Obligations,1410232.28,1214723.88,3331008.0,3331251.0
659,Human Services Cabinet,Boston Vets,Veterans' Services,Equipment,664.99,1834.0,0.0,0.0
660,Public Health Cabinet,Public Health Commission,Public Health Commission,Other Expenses,114802081.0,120801597.2,130309496.4,140078762.4
661,Housing Cabinet,Mayor'S Office Of Housing,Mayor'S Office Of Housing Administration,Personnel Services,1544234.12,1720142.09,2290300.8,3551075.16
662,Housing Cabinet,Mayor'S Office Of Housing,Mayor'S Office Of Housing Administration,Contractual Services,218159.48,343067.89,297083.97,301341.4
663,Housing Cabinet,Mayor'S Office Of Housing,Mayor'S Office Of Housing Administration,Supplies & Materials,20810.88,11344.85,22150.0,22963.0
664,Housing Cabinet,Mayor'S Office Of Housing,Mayor'S Office Of Housing Administration,Current Charges & Obligations,73015.32,114348.08,92258.0,122583.0
665,Housing Cabinet,Mayor'S Office Of Housing,Mayor'S Office Of Housing Administration,Equipment,23160.0,22985.0,22986.0,22986.0
666,Housing Cabinet,Mayor'S Office Of Housing,Real Estate Management & Sales,Personnel Services,933562.79,996314.99,1064707.97,798987.19
667,Housing Cabinet,Mayor'S Office Of Housing,Real Estate Management & Sales,Contractual Services,1289553.41,2139574.12,2085708.0,2089820.5
668,Housing Cabinet,Mayor'S Office Of Housing,Real Estate Management & Sales,Supplies & Materials,6177.06,5062.5,7063.0,6813.0
669,Housing Cabinet,Mayor'S Office Of Housing,Real Estate Management & Sales,Current Charges & Obligations,11285.0,13207.37,31650.0,31650.0
670,Housing Cabinet,Mayor'S Office Of Housing,Housing Development & Services,Personnel Services,1737982.0,2676079.13,3109686.67,3296710.34
671,Housing Cabinet,Mayor'S Office Of Housing,Housing Development & Services,Contractual Services,462394.3,459402.87,503611.2,504605.0
672,Housing Cabinet,Mayor'S Office Of Housing,Housing Development & Services,Supplies & Materials,4425.11,3750.16,6525.0,7163.0
673,Housing Cabinet,Mayor'S Office Of Housing,Housing Development & Services,Other Expenses,28963343.0,35213343.0,39889343.0,44389343.0
674,Housing Cabinet,Mayor'S Office Of Housing,Urban Agriculture/Grow Boston,Contractual Services,0.0,0.0,0.0,0.0
675,Housing Cabinet,Mayor'S Office Of Housing,Urban Agriculture/Grow Boston,Supplies & Materials,0.0,0.0,0.0,0.0
676,Information & Technology Cabinet,Department Of Innovation And Technology,Doit Operations,Personnel Services,1424440.45,2707164.13,2465012.01,1984586.58
677,Information & Technology Cabinet,Department Of Innovation And Technology,Doit Operations,Contractual Services,2525498.64,2461442.25,1060092.0,1105908.0
678,Information & Technology Cabinet,Department Of Innovation And Technology,Doit Operations,Supplies & Materials,42237.89,35823.76,15715.0,42465.0
679,Information & Technology Cabinet,Department Of Innovation And Technology,Doit Operations,Current Charges & Obligations,5198883.37,1427753.44,261197.0,734942.0
680,Information & Technology Cabinet,Department Of Innovation And Technology,Doit Operations,Equipment,761887.85,769953.98,900013.76,273275.05
681,Information & Technology Cabinet,Department Of Innovation And Technology,Enterprise Applications,Personnel Services,6392003.23,5352618.29,6194621.1,5394436.05
682,Information & Technology Cabinet,Department Of Innovation And Technology,Enterprise Applications,Contractual Services,1596487.22,1596690.19,100000.0,200000.0
683,Information & Technology Cabinet,Department Of Innovation And Technology,Enterprise Applications,Current Charges & Obligations,4074174.55,7899439.3,9818845.81,9638045.0
684,Information & Technology Cabinet,Department Of Innovation And Technology,Enterprise Applications,Equipment,457976.88,0.0,0.0,0.0
685,Information & Technology Cabinet,Department Of Innovation And Technology,Digital Engagement & Services,Personnel Services,609206.97,710444.9,1042541.5,2798222.89
686,Information & Technology Cabinet,Department Of Innovation And Technology,Digital Engagement & Services,Contractual Services,1060350.28,663047.45,362000.0,1330000.0
687,Information & Technology Cabinet,Department Of Innovation And Technology,Digital Engagement & Services,Current Charges & Obligations,960080.68,649986.72,903440.39,2760703.0
688,Information & Technology Cabinet,Department Of Innovation And Technology,Digital Engagement & Services,Equipment,0.0,857.84,18000.0,0.0
689,Information & Technology Cabinet,Department Of Innovation And Technology,Core Infrastructure,Personnel Services,4655450.39,4787846.93,4039164.15,4967711.74
690,Information & Technology Cabinet,Department Of Innovation And Technology,Core Infrastructure,Contractual Services,4853551.27,6447065.22,4418175.84,5160603.0
691,Information & Technology Cabinet,Department Of Innovation And Technology,Core Infrastructure,Supplies & Materials,282808.4,47142.39,35535.0,27235.0
692,Information & Technology Cabinet,Department Of Innovation And Technology,Core Infrastructure,Current Charges & Obligations,9003673.01,9101281.68,9796399.03,10233845.0
693,Information & Technology Cabinet,Department Of Innovation And Technology,Core Infrastructure,Equipment,830840.16,319660.78,259777.34,1028467.18
694,Information & Technology Cabinet,Department Of Innovation And Technology,Data & Analytics,Personnel Services,761001.6,883219.37,1007680.23,2088558.86
695,Information & Technology Cabinet,Department Of Innovation And Technology,Data & Analytics,Contractual Services,418915.36,801371.83,250000.0,0.0
696,Information & Technology Cabinet,Department Of Innovation And Technology,Data & Analytics,Supplies & Materials,0.0,0.0,0.0,0.0
697,Information & Technology Cabinet,Department Of Innovation And Technology,Data & Analytics,Current Charges & Obligations,153773.75,249665.0,832129.84,2431499.0
698,Information & Technology Cabinet,Department Of Innovation And Technology,Data & Analytics,Equipment,0.0,0.0,0.0,100000.0
699,Information & Technology Cabinet,Department Of Innovation And Technology,Broadband & Digital Equity,Personnel Services,437345.98,551582.88,566048.44,495723.77
700,Information & Technology Cabinet,Department Of Innovation And Technology,Broadband & Digital Equity,Contractual Services,98893.92,1248.08,191500.0,441500.0
701,Information & Technology Cabinet,Department Of Innovation And Technology,Broadband & Digital Equity,Supplies & Materials,250.0,500.0,0.0,0.0
702,Information & Technology Cabinet,Department Of Innovation And Technology,Broadband & Digital Equity,Current Charges & Obligations,0.0,0.0,0.0,0.0
703,Public Safety Cabinet,Emergency Management,Homeland Security,Personnel Services,487169.11,483940.86,693883.19,1031189.02
704,Public Safety Cabinet,Emergency Management,Homeland Security,Contractual Services,263021.52,275292.2,368787.96,225167.25
705,Public Safety Cabinet,Emergency Management,Homeland Security,Supplies & Materials,5220.4,11146.0,6000.0,6000.0
706,Public Safety Cabinet,Emergency Management,Homeland Security,Current Charges & Obligations,376860.54,387230.22,398462.88,410417.0
707,Public Safety Cabinet,Emergency Management,Homeland Security,Equipment,3492.25,34280.5,0.0,0.0
708,Public Safety Cabinet,Fire Department,Bfd Administration,Personnel Services,15230893.3,17551441.11,13517689.79,17141520.73
709,Public Safety Cabinet,Fire Department,Bfd Administration,Contractual Services,3796522.64,2980957.38,3347210.07,3400342.96
710,Public Safety Cabinet,Fire Department,Bfd Administration,Supplies & Materials,166477.88,119071.71,215092.0,1445387.0
711,Public Safety Cabinet,Fire Department,Bfd Administration,Current Charges & Obligations,3855333.96,3313664.2,3933725.4,3742875.0
712,Public Safety Cabinet,Fire Department,Bfd Administration,Equipment,0.0,63663.79,0.0,0.0
713,Public Safety Cabinet,Fire Department,Boston Fire Suppression,Personnel Services,212139442.5,205933917.1,225383255.1,218310515.4
714,Public Safety Cabinet,Fire Department,Boston Fire Suppression,Contractual Services,1324006.02,1145506.76,1216742.5,1104468.0
715,Public Safety Cabinet,Fire Department,Boston Fire Suppression,Supplies & Materials,3891533.46,3583807.98,3340422.9,2097753.0
716,Public Safety Cabinet,Fire Department,Boston Fire Suppression,Current Charges & Obligations,7862.28,16417.62,35809.21,879942.0
